"IDCLIENTE";"IDDIRECCION";"NOMBRE";"DIRECCION";"POBLACION";"PROVINCIA";"CODIGO POSTAL";"TELEFONOS";"FAX";"E-MAIL";"PERSONA CONTACTO";"ENVIAR COPIA FACTURA";"FACTURACION INDEPENDIENTE";"AGENCIA"
"22202";657;"CENTRO DE MAQUINARIA TENORIO C. B.";"Ctra. de Granada, 226";"GUADIX";"Granada";"18500";"958 660869";"958 660869";;;1;0;
"22203";660;"RECAMBIOS MEDIAUTO S. L.";"Pol. Ind. de Guadix Parcela M-2 / P-3";"GUADIX";"Granada";"18500";"958 665162";;;;1;0;
"22204";662;"FERRET. SAN TORCUATO C. B.";"Medina Olmos, 39";"GUADIX";"Granada";"18500";"958 660280";;;;1;0;
"22206";664;"AGROTRACTOR GUADIX C. B.";"Ctra. de Murcia, s/nº";"GUADIX";"Granada";"18500";;;;;1;0;
"22210";665;"REPUESTOS MEDIALDEA C. B.";"Avda. Buenos Aires, 6";"GUADIX";"Granada";"18500";"958 660182";"958 660182";;;1;0;
"22211";1256;"EUROMASTER AUTOMOCION Y SERVICIOS S. A. (GR)";"Avda. Buenos Aires, s/nº";"GUADIX";"Granada";"18500";;;;;1;0;
"23101";671;"AMADOR SANCHEZ SALAS";"Avda. de la Hispanidad, s/nº";"SANTA FE";"Granada";"18320";;;;;1;0;
"23102";673;"DISTRANSA DAF S. A.";"Ctra. de Málaga s/nº";"SANTA FE";"Granada";"18320";"958 446500";"958 447438";;;1;0;
"23201";676;"MORENO LARA S. L.";"Pol. Ind. El Manzanil  Fase-1 Av. Andalucia, 82";"LOJA";"Granada";"18300";"958 320962";"958 327021";;;1;0;
"23201";1016;"MORENO LARA S. L.";"Bartolomé Esteban Murillo, 17-A (P. La Pañoleta)";"VÉLEZ MÁLAGA";"Málaga";"29700";"952 557732";"952 558681";;;1;0;
"23202";696;"PINTURAS PERALCO S. A.";"Plines, Blq.C y H";"LOJA";"Granada";"18300";"958 321502";"958 321259";;;1;0;
"23203";1092;"RECAMBIOS SEYTO S. L.";"Polígono Ind. Fuente Santa C/ Plines, 44";"LOJA";"Granada";"18300";"958 327505";"958 327504";;;1;0;
"23203";1335;"RECAMBIOS SEYTO S. L.";"C/ Purulena, 43";"PELIGROS";"Granada";"18210";"958 430654";"958 490634";;;1;0;
"30001";698;"REPUESTOS RAMIRO S. L.";"Pol. Los Rubiales  C/ Mina San José, parc. 20-21";"LINARES";"Jaén";"23700";"953 607892";"953 280796";"maramiro@repuestosramiro.com";;1;0;
"30001";899;"REPUESTOS RAMIRO S. L.";"Ortega Nieto, 14 Pol. Los Olivares";"JAEN";"Jaén";"23009";"953 280104";"953 280796";"maramiro@repuestosramiro.com";;1;0;
"30001";1102;"REPUESTOS RAMIRO S. L.";"Pol. Ind. Fuente Granada, Parc. 51";"ALCALA LA REAL";"Jaén";"23680";"953 587028";;;"Salvador Garcia";1;0;
"30001";1223;"REPUESTOS RAMIRO S. L.";"Paseo de La Loma, 1";"UBEDA";"Jaén";"23400";"953 796028";"953 792278";"maramiro@repuestosramiro.com";;1;0;
"30001";1346;"REPUESTOS RAMIRO S. L.";"Polígono de la Estación. Nave,8";"ANDÚJAR";"Jaén";"23740";"953 515144";;;"Jesús 607292492";1;0;
"30002";699;"REPUESTOS FRAMA S. L.";"Escañuela s/nº (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 280839";"953 284099";;;1;0;
"30002";948;"REPUESTOS FRAMA S. L.";;"HUELMA";"Jaén";;"953 391251";"953 391251";;;1;0;
"30002";1255;"REPUESTOS FRAMA S. L.";;"MARTOS";"Jaén";;"953 553804";;;;1;0;
"30003";703;"DIS. IND. SIDEROMETALURGICA S. A.";"Mancha Real, 31 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 220990";"953 261611";;;1;0;
"30004";704;"GOMAP S. L.";"Jabalquinto, s/nº (Pol. Los Olivares)";"JAEN";"Jaén";"JAEN";"952 281737";"952 281406";;;1;0;
"30005";706;"SUM. IND. LUQUE S. L.";"Espeluy, 20 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 281356";"953 280158";"siluque@terra.es";;1;0;
"30006";708;"TRANSMIFREN 2004 S. L.";"Frailes, parcela 14-11  (Polígono Los Olivares)";"JAEN";"Jaén";"23009";"953 258008";"953 264758";;;1;0;
"30006";1128;"TRANSMIFREN 2004 S. L.";"Pol. Las Quemadas C/ Simón Carpintero - P 1  N 9B";"CORDOBA";"Córdoba";"14014";"957 322660";"957 325430";;;1;0;
"30007";711;"DIMAUTO MAQUINARIA S. L.";"Fuente de Don Diego, 29 bajo";"JAEN";"Jaén";"23001";"953 231300";"953 231300";;;1;0;
"30007";928;"DIMAUTO MAQUINARIA S. L.";"Julio Romero de Torres, 4 bajo";"PELIGROS";"Granada";"18210";"958 400604";;;;1;0;
"30008";1167;"INDUSTRIAL VARYSA S. L.";"Cazalilla, parcela 36-B (Pol. Los Olivares)";"JAEN";"Jaén";"23009";;;;;1;0;
"30009";986;"SUM. IND. J. SANCHEZ S. L.";"C/  Villatorres, 42 (Pol.  Los Olivares)";"JAEN";"Jaén";"23009";"953 284108";"953 284 108";;;1;0;
"30010";1137;"JUGO IBERICA S. C. A.";;"JAEN";"Jaén";"23003";;;;;1;0;
"30010";1143;"JUGO IBERICA S. C. A.";"Avda. Granada, 37  portal 2-6º-B";"JAEN";"Jaén";"23003";"953249985";;;;1;0;
"30011";713;"COMERCIAL HIDRAMAS S. L.";" Alcaudete, 3 (Pol. Los Olivares)";"JAEN";"Jaén";"JAEN";"953 281252";"953 280586";;;1;0;
"30012";963;"FERRET. Y MAQ. SERRANO GAMEZ S. L.";"C/ Alcaudete, 12 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 280120";"953 280149";;;1;0;
"30013";716;"REPUESTOS ROMA S. L.";"C/ Espeluy, P 42-43 Pol. Los Olivares";"Jaén";"JAEN";"23009";"953280480";;;;1;0;
"30014";1050;"MIGUEL ANGEL AVILES FUENTES";"C/  Cazalilla - Parcela, 527 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 281847";"953 281847";;;1;0;
"30015";1087;"GUILLERMO GARCIA MUÑOZ S. L.";"Mancha Real, 10 (Pol. Los Olivares)";"JAEN";"Jaen";"23009";;;;;1;0;
"30016";1142;"EUROMASTER AUTOMOCION Y SERVICOS S. A.";"Espeluy, 10 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 280029";;;;1;0;
"30017";1170;"A. R. EXPOSITO IZQUIERDO Y OTRO C. B.";"C/ Huelma, Parcela, 403A (Pol. Olivares)";"JAEN";"JAEN";"23009";"953 885 901";"953 081 301";;;1;0;
"30018";1235;"FRANCISCO ROCA ORTIZ";"Cardenal Marcelo Spinola, local 12";"JAEN";"Jaén";"23009";"651 669580";"953 276902";;;1;0;
"30018";1236;"FRANCISCO ROCA ORTIZ";"García Triviño, 3 - Esc. 6 - 4º A";"JAEN";"Jaén";"23008";;;;;1;0;
"30020";718;"MANUEL ALCANTARA JURADO";"C/ Sebastián Marftínez, 6 Bajo";"JAEN";"Jaén";"23008";"953 083031";"953 260958";;"Manuel Alcántara";1;0;
"30021";873;"KONZ IBERICA S. A.";"C/ Espeluy, 10 (Pol. Olivares)";"JAEN";"Jaén";"23006";;;;;1;0;
"30024";1331;"COMERCIAL IMPORMOVIL S. A. (JA)";"Av. De la Industria, 25";"TRES CANTOS";"Madrid";"28760";;;;;1;0;
"30025";1002;"DAVA S. A. (JA)";"Villatorre, 37 (Pol. Los Olivares)";"JAEN";"Jaén";"23009";"953 224307";;;;1;0;
"30033";720;"TALLERES HIGUERAS S. C. A.";"Ctra. La Guardía 4º Carríl Izquierdo";"JAEN";"Jaén";"23001";"953 239422";"953 239422";;;1;0;
"31101";722;"FRANCISCO MORAL MORAL";"Pol. Ind. Avda. de los Llanos, parcela - 2";"TORREDELCAMPO";"Jaén";"23640";"953 567133";"953 410608";;;1;0;
"31151";904;"TALLERES GOMEZ S. L.";"Avda. de Jaén, 5";"TORREDONJIMENO";"Jaén";"23650";"953 571200";"953 572038";;;1;0;
"31201";723;"ACCESORIOS TORRES ORTEGA";"Avda. Andalucía, 41";"ALCAUDETE";"Jaén";"23660";"953 560930";;;;1;0;
"31301";725;"REPUESTOS GALLEGO";"Reyes Católicos, 19";"MARTOS";"Jaén";"23600";"953 551715";;;;1;0;
"31401";727;"TRANSMICOCH C. B.";"Pol.Tres de Oros  Parcela, 24-25";"ARJONA";"Jaén";"23760";"953 523443";"953 523737";;;1;0;
"31501";729;"RODAJES ANDALUCIA S. A.";"Curtidores, 27 (Pol. La Victoria)";"ANDÚJAR";"Jaén";"23740";"953 505700";"953 506224";;;1;0;
"31502";732;"SANTISTEBAN ANDUJAR S. A.";"Corredera de Capuchinos, 56-A";"ANDUJAR";"Jaén";"23740";"953 500135";;;;1;0;
"31503";733;"JOSÉ RECA MEDINA";"San Bartolomé, 49";"ANDÚJAR";"Jaén";"23740";"953 500395";;;;1;0;
"31601";1126;"REPUESTOS TODO AUTO S. L.";"Calvario, 120 bajo";"MARMOLEJO";"Jaén";"23770";"953 517424";"953 517444";;;1;0;
"32101";734;"DISMAN LINARES S. L.";"Pol. Los Jarales, s/nº";"LINARES";"Jaén";"23700";"953 694400";"953 694010";"fvf@grupo-disman.com";"Francisco Villanueva";1;0;
"32101";1004;"DISMAN LINARES S. L.";"Cº de Rompeserones, s/nº (Polígono Industrial)";"MARTOS";"Jaén";"23600";"953 703018";"953 550764";;"Antonio Luis Delgado (encargado)";1;0;
"32102";1123;"RODAMIENTOS Y SERVICIOS S. L. (LN)";"Poligono los Jarales C/ Mina la Mejor, 8";"LINARES";"Jaén";"23700";"953 693400";;;"Manuel Díaz";1;0;
"32104";998;"ADETEC S. L. U. MAQUINARIA PARA EL VIDRIO";"Urbanización la Constancia, 8";"LINARES";"Jaén";"23700";;;;;1;0;
"32105";735;"METALES Y MINERALES";"Pol. Ins. Los Jarales, s/nº";"LINARES";"Jaén";"23700";"953 690706";"953 696201";;;1;0;
"32106";1138;"UTIL-AIR SUR S. L.";"Reino Unido, 10";"LINARES";"Jaén";"23700";"953 704270";"953 704273";;;1;0;
"32106";1139;"UTIL-AIR SUR S. L.";"C/ Vilches,12";"MARTOS";"Jaén";"23600";"953 704270";"953 704273";;;1;0;
"32201";736;"AD SIRO AUTOMOCION S. L.";"Artesania, 6 (Polígono Los Cerros)";"UBEDA";"Jaén";"23400";"953 796033";"953 751857";;;1;0;
"32201";1264;"AD SIRO AUTOMOCION S. L.";"Pol. Los Olivares C/ Castellar, Parc. 48";"JAEN";"Jaén";"23009";;;;;1;0;
"32202";945;"RECAMBIOS GUADALQUIVIR S.L.L.";"Herrerias, nave-98 (Ampliacion Pol.  Los Cerros)";"UBEDA";"Jaén";"23400";"953 796511";"953 796510";;;1;0;
"32203";737;"FERRET. UBETENSE S. A.";"Ctra. Córdoba-Valencia km, 151";"UBEDA";"Jaén";"23400";"953 752241";"953 752240";;;1;0;
"32204";738;"SANTISTEBAN UBEDA S. A.";"Ramón y Cajal, 1";"UBEDA";"Jaén";"23400";"953 750654";"953 752940";;;1;0;
"32205";739;"AMADEO MARTI CARBONELL S. A.";"Pol. Ind. los Cerros, sector-14 C/Soleria, nave-14";"UBEDA";"Jaén";"23400";"953 751447";"953 752940";;;1;0;
"32206";740;"JUAN RUIZ ORCERA S. A.";"Avda. de la Libertad, 40";"UBEDA";"Jaén";"23400";"953 750706";;;;1;0;
"32207";926;"SUMINISTROS FERRET. MILLAN S. L.";"Floristería, s/nº  Polígono Los Cerros";"UBEDA";"Jaén";"23400";"953 795348";"953 795348";;;1;0;
"32208";1041;"FRANCISCO LUIS GARCIA TORAL";"Virgen del Pilar, 8 bajo";"UBEDA";"Jaén";"23400";"953 750399";;;;1;0;
"32209";1112;"SUMINISTROS SIRO S. L.";"Artesanía, 6 (Pol. Los Cerros)";"UBEDA";"Jaén";"23400";"953 796033";"953 751857";;;1;0;
"32210";933;"AMADEO MARTI CARBONELL S. A.";"Avda. de la Libertad s/n";"UBEDA";"Jaén";"23400";"953 751447";"953 752940";;;1;0;
"32301";742;"NIBOD S. L.";"Ctra. de Baeza, Km. 0,500";"MANCHA REAL";"Jaén";"23100";"953 351210";"953 350322";;;1;0;
"32302";744;"FRANCISCO AGUILAR CARRASCOSA";"Ctra. Baeza, Km. 1200";"MANCHA REAL";"Jaén";"23100";"953 352162";;;;1;0;
"32401";1275;"EUGENIA PACO GAMEZ";"C/ Alhambra, 12-A";"SANTO TOME";"Jaén";"23311";"953434217";"953434217";;;1;0;
"33101";746;"HERFLUID S. C. A.";"Avda. Andalucia, 1";"GUARROMAN";"Jaén";"23210";"953 421667";"953 421667";;;1;0;
"33201";748;"VULCANIZADOS MANOLO S. A.";"Ctra. de Madrid, s/nº";"BAILEN";"Jaén";"23710";"953 670918";;;;1;0;
"33202";749;"ANDRES MEDINA DURILLO";"Sevilla, 22";"BAILEN";"Jaén";"23710";"953 670551";"953 670551";;;1;0;
"33203";1008;"HITRASME RODAMIENTOS S. L.";"Ctra. Madrid - Cádiz, Km. 295";"BAILEN";"Jaén";"23710";"953 673359";"953 672709";;;1;0;
"33203";1162;;;;;;;;;;1;0;
"33301";751;"RICARDO DE LA CHICA TITOS";"Bailén , 9 bajo";"MENGIBAR";"Jaén";"23620";"953 370078";"953 370078";;;1;0;
"40001";589;"GRUPO PEÑA AUTOMOCION  S. L.";"Avda. de la Torrecilla, 12";"CORDOBA";"Córdoba";"14013";"957 297777 - 470100";"957 291285";"rafaelhuertes@grupopena.com";"Rafael Huertes";1;0;
"40001";906;"GRUPO PEÑA AUTOMOCION  S. L.";"Ing. Juan de la Cierva,s/nº (Pol.Amargacena)";"CORDOBA";"Córdoba";"14013";"957 760666";"957 760665";"calderonalmagro@terra.es";"Rafael Calderón";1;0;
"40001";1111;"GRUPO PEÑA AUTOMOCION  S. L.";"Ingeniero Torroja y Miret, 5";"CORDOBA";"Córdoba";"14013";;;"rafaelhuertes@grupopena.com";;1;0;
"40001";1130;"GRUPO PEÑA AUTOMOCION  S. L.";"c/ Salobreña, Parcela R-82";"ALBOLOTE";"Granada";"18220";"958 490999";"958 490998";;;1;0;
"40001";1178;"GRUPO PEÑA AUTOMOCION  S. L.";"Avda. la Juventud, s/nº";"PRIEGO DE CORDOBA";"Córdoba";"14800";"957 547282";"957 547284";;"Manolo";1;0;
"40001";1213;"GRUPO PEÑA AUTOMOCION  S. L.";"Ctra. Córdoba - Málaga Km. 70 (Junto ITV)";"LUCENA";"Córdoba";"14900";"957 509000";;;"David Sáchez";1;0;
"40001";1214;"GRUPO PEÑA AUTOMOCION  S. L.";"Simón Carpintero, parcela-13 (Pol. Quemadas)";"CORDOBA";"Córdoba";"14014";"957 325400";"957 325397";;;1;0;
"40001";1277;"GRUPO PEÑA AUTOMOCION  S. L.";"Av. De Europa, 56";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 358515";"956 313416";;;1;0;
"40001";1300;"GRUPO PEÑA AUTOMOCION  S. L.";"Riogordo, s/nº Polígono la Estrella";"MALAGA";"Málaga";"29006";"952 002519";"952 235194";;;1;0;
"40001";1301;"GRUPO PEÑA AUTOMOCION  S. L.";"Urb. Torre Almirante, Blq. 1";"ALGECIRAS";"Cádiz";"11203";"956 661888";"956 662746";;;1;0;
"40001";1305;"GRUPO PEÑA AUTOMOCION  S. L.";"Pol. La Fuensanta, Parcelas 3 y 14";"ECIJA";"Sevilla";"41400";"955 902040";"955 905533";;;1;0;
"40001";1320;"GRUPO PEÑA AUTOMOCION  S. L.";"San Gregorio, 73";"POZOBLANCO";"Córdoba";"14400";;;;;1;0;
"40002";946;"SUMISUR S. L.";"Pol. Las Quemadas, P-49A  C/Fausto G. Tena";"CORDOBA";"Córdoba";"14014";"957 201211";"957 201571";;;1;0;"DHL"
"40002";976;"SUMISUR S. L.";"Avda. La Torrecilla, nave 2 A";"CORDOBA";"Córdoba";"14013";"957 201382";;;"Jesús Molina";1;0;"DHL"
"40003";842;"VARONA 2008 S. L.";"C/ Apreama Parcela-6 Nave-2 (Pol. La Torrecilla)";"CORDOBA";"Córdoba";"14013";"957 767805";"957 767757";"revaco@teleline.es";;1;0;
"40004";598;"SUM. TECNICOS DEL SUR S. A.";"Pol. La Torrecilla, s/nº";"CORDOBA";"Córdoba";"14013";"957 760222";"957 202187";;;1;0;
"40005";599;"BRONITEC  S. L.";"Ing.Juan de la Cierva,s/n Pol.Amargacena";"CORDOBA";"Córdoba";"14013";"957 760666";"957 760665";;;1;0;
"40006";877;"REPUESTOS EL PURI S. L.";"Esteban de Cabrera (Pol. 'Las Quemadas')";"CORDOBA";"Córdoba";"14014";"957 325055616";"957 325056";;"Jaime";1;0;
"40006";1067;"REPUESTOS EL PURI S. L.";"P.I. Camino de Morente, Parcela-46";"MONTORO";"Córdoba";"14600";"957 162800";;;"Tomás";1;0;
"40007";603;"SUM. INDUSTRIALES SIERRA CUENCA S. L.";"P. las Quemadas   J.Bautista Escudero, 262";"CORDOBA";"Córdoba";"14014";"957 325602";"957 326601";;;1;0;
"40007";1261;"SUM. IND. SIERRA CUENCA S. L.";"Pol. In. La Torrecilla, Conjunto Ind. la Torre, 20";"CORDOBA";"Córdoba";"14013";"957 295557";"957 429118";;;1;0;
"40008";605;"CIAL. AGROCOR S. A. L.";"Ing.Torroja y Miret (Pol. La Torrecilla)";"CORDOBA";"Córdoba";"14013";"957 294057 - 294009";"957 292692";;;1;0;
"40009";607;"AUTO REC. LA VIÑUELA S. L.";"Pol. El Granadal C/ Gema, Nave 1-2";"CORDOBA";"Córdoba";"14014";"957 256517 - 260292";"957 764035";;"Antonio";1;0;"CAVE"
"40010";610;"ALMANZORA CÓRDOBA S. L.";"Pol.Las Quemadas, P.49-A C/Fausto G.Tena";"CORDOBA";"Córdoba";"14014";"957 322213";"957 322425";;;1;0;
"40011";839;"RODAMIENTOS Y SERVICIOS S. L.";"Pol. Las Quemadas C/ Andrés Barrera, Parc. 110-A";"CÓRDOBA";"Córdoba";"14014";"957 322009";"957 322023";;"Pedro Cuenca";1;0;
"40012";898;"ALMACENES DE FERRETERIA SAN RAFAEL S. L.";"Ollerias, 51";"CORDOBA";"Córdoba";"14001";"957 322560";"957 325647";;;1;0;
"40012";1144;"ALMACENES DE FERRETERIA SAN RAFAEL S. L.";"Av. Apreama, 12";"CORDOBA";"Córdoba";"14013";"957 497940";"957 202202";;;1;0;
"40013";616;"SUMICOR ANDALUCIA S. L.";"Avda. Torrecilla, nave 8";"CORDOBA";"Córdoba";"14013";"957 295722";"957 293805";;;1;0;
"40014";1140;"DIESEL A. GONZALEZ C. B.";"Califas, 2  Polígono Amargacena";"CORDOBA";"Córdoba";"14013";"957 298600";"957 298700";;;1;0;
"40015";618;"CIAL. DE MAQ. Y HERRAMIENTAS S. L.";"Pol.Pedroches, Ctra. Almadén, parc.53";"CORDOBA";"Córdoba";"14006";"957 438677";;;;1;0;
"40016";860;"HERRAMOVIL S. C. P.";"Dominguez Ortiz, 17";"CORDOBA";"Córdoba";"14002";;;;;1;0;
"40016";863;"HERRAMOVIL S. C. P.";"S.Carpinteros, 62 (Pol.las Quemadas)";"CORDOBA";"Córdoba";"14010";;;;;1;0;
"40017";859;"EUROPART HISPANOALEMANA CORDOBA S. L.";"Imp.de la Alborada,Parc.2-3-5 A (Pol.las Quemadas)";"CORDOBA";"CÓRDOBA";"14014";"957 322338 -  607317910";;;;1;0;
"40018";870;"COMERCIAL FERRET. CHINASA S. L.";"Polígono Chinales, Parcela, 10-A";"CORDOBA";"Córdoba";"14007";"957 278808 - 272593";"957 271926";;;1;0;
"40019";1210;"APLICACIONES ELÉCTRICAS DEL AUTOMÓVIL S. A.";"Gabriel Ramos Bejarano, P-118-A N-1 (Las Quemadas)";"CORDOBA";"Córdoba";"14014";"957 326406";"957 326421";"aplicaciones@aecordoba.com";;1;0;
"40020";620;"EVA MARIA SANCHEZ CALERO";"Crta. Sevilla, Km. 405,5  (Pol. La Torrecilla)";"CORDOBA";"Córdoba";"14013";"957 476642 - 471161";"957 472936";;;1;0;
"40021";1169;"SUM. IND. PROTECCION Y EQUIPAMIENTO S. L.";"Polígono Ind. Tecnocordoba, parcela 75-B";"CORDOBA";"Córdoba";"14014";;;;;1;0;
"40022";1232;"DISMAN CORDOBA S. L.";"Avenida de la Torrecilla, nave-2";"CORDOBA";"Córdoba";"14013";"957 429834";"957 429835";;;1;0;
"40023";1281;"HERFLUID S. C. A.";"Pol. Ind. Las Quemadas P-245 C/P";"CORDOBA";"Córdoba";"14014";"957 325762";"957 326576";;;1;0;
"40024";622;"TRACTORES Y RECAMBIOS S. L.";"Ingeniero Torroja y Miret, 5";"CORDOBA";"Córdoba";"14013";"957 420777";"957 420780";;;1;0;
"40025";624;"CIAL. GAS G. L. P.";"Acacias, 6";"CORDOBA";"Córdoba";"14006";"957 273886 - 277654";"957 401691";;"Jose luis Lara Molina";1;0;
"40026";625;"APLICACIONES ELECTRONICAS DE CORDOBA S. L.";"Compositor Ramon Medina, 36";"CORDOBA";"Córdoba";"14010";"957 436898";"957 267382";"apecor@hotmail.es";;1;0;
"40027";853;"TORGRA MAYAN S. L.";"Pol. El Granadal, Calle- Platino";"CORDOBA";"Córdoba";"14014";;;;;1;0;
"40028";1294;"EL MOTORISTA CORDOBA S. L.";"Polígono Chinales, parcela-53";"Córdoba";"CÓRDOBA";"14007";"957 049660";;;;1;0;
"40029";1318;"ERESA AUTOMOCION S. L.";"Simón Carpintero, 14 Pol. Las Quemadas";"CORDOBA";"Córdoba";"14044";"957 325351";"957 322060";;;1;0;
"40030";915;"CASH FERRETERO LAS QUEMADAS C. B.";"Imprenta de la Alborada, Parc. 231";"CORDOBA";"Córdoba";"14014";"957 083675";;;;1;0;
"40031";631;"TORNILLERIA IND. CORDOBESA S. L.";"Avda. Carlos III, 36";"CORDOBA";"Córdoba";"14014";"957 257083";;;;1;0;
"40033";632;"FRANCISCO JAVIER ROLDAN PEREZ";"Gabriel Ramos Bejarano, 278-A Pol. Las Quemadas";"CORDOBA";"Córdoba";"14014";"957 325330";"957 325330";;;1;0;
"40034";635;"MANUEL HERRERA SANCHEZ";"Pol. Amargacena - Naves INCERET H-26";"CORDOBA";"Córdoba";"14013";"957 204230";"957 204230";;;1;0;
"40035";929;"FERRETERIA M. CUENCA E HIJOS S. L.";"Murcia, s/nº";"CORDODA";"Córdoba";"14010";"957 432253";"957 268262";"fermcuencaehijos@hotmail.com";"Juan Carlos Cuenca";1;0;
"40035";930;"FERRETERIA M. CUENCA E HIJOS S. L.";"Conquistador Benito de Baños, 15 (Local)";"CORDOBA";"Córdoba";"14007";"957 250978";"957 250978";"fermcuencaehijos@hotmail.com";"Jesús Cuenca";1;0;
"40038";997;"DAVA S. A. (CO)";"C/ Grabriel Ramos Bejarano - P.247";"CORDOBA";"Cordoba";"14014";"957 259308";;;;1;0;
"40040";1194;"REPUESTOS RESCATADO";"Avda. de Libia, 43";"CORDOBA";"Córdoba";"14007";"957 256844 - 252231";"957 252231";;;1;0;
"40041";1208;"COMERCIAL IMPPORMOVIL S. A. (CO)";"Simón Carpintero, parcela-14, 9-10";"CORDOBA";"Córdoba";"14014";"957 326077";"957 326589";;;1;0;
"40041";1209;"COMERCIAL IMPPORMOVIL S. A.";"Avenida de la Industria, 25";"TRES CANTOS";"Madrid";"28760";"91 8043649";;;;1;0;
"40060";1322;"MANUEL SOMOSIERRA LOPEZ";"Don Quijote, 132  2º-C";"CORDOBA";"Córdoba";"14014";;;;;1;0;
"41101";637;"AGROINDUSTRIAL VELASCO S. L.";"Cuesta del Molino s/n";"PUENTE GENIL";"Córdoba";"14500";"957 600060";"957 606665";;;1;0;
"41102";639;"J. RAMIREZ REYES S. L.";"Ctra. del Molino, s/nº";"PUENTE GENIL";"Córdoba";"14500";"957 600675 - 600108";"957 600675 - 600108";;;1;0;
"41103";884;"TORNOS Y SUMINISTROS SANCHEZ S.C.P.";"Feria, s/n";"PUENTE GENIL";"Córdoba";"14500";"957 604162";"957 604162";;;1;0;
"41104";888;"MANUEL FERNANDEZ RIVAS";"Herrera, 15";"PUENTE GENIL";"Córdoba";"14500";"957 601844";;;;1;0;
"41201";641;"PINDECAR SUR S. L.";"Ejido Plaza de Toros, 20";"LUCENA";"Córdoba";"14900";"957 514706";"957 516768";;;1;0;
"41202";642;"GREGORIO DEL PINO LOPEZ";"C/ LA Viñuela, 24 Pol. Ind. La Viñuela";"LUCENA";"Córdoba";"14900";"957 501206";"957 501206";;;1;0;
"41203";872;"ARASOIL S. L.";"Pol. Ind. ""La Viñuela""  C/ Principal, p-21";"LUCENA";"Córdoba";"14900";"957 513857";"957 514925";;;1;0;
"41204";878;"CIAL. DE MAQUINARIA Y FERRETERIA S. A. L.";"Crta. de Cabra, s/nº";"LUCENA";"Córdoba";"14900";"957 502116";"957 591837";;;1;0;
"41205";1034;"AUTOMOCION LABORAL LUCENTINA S. A. L.";"Avda. Miguel Cuenca Valdivia, s/nº";"LUCENA";"Córdoba";"14900";;;;;1;0;
"41206";1056;"ISOTANK IBERICA S. L.";"La Viñuela, 12 Pol. Ind. La Viñuela";"LUCENA";"Córdoba";"14900";;;;;1;0;
"41207";1068;"RAMON SANCHEZ SANCHEZ";"Castro del Rio, s/nº";"LUCENA";"Córdoba";"14900";;;;;1;0;
"41208";1108;"GREGORIO DEL PINO MENDEZ";"C/ La Viñuela, 25 Pol. Ind. La Viñuela";"LUCENA";"Córdoba";"14900";"957 509179";;"info@delpinox.com";;1;0;
"41208";1109;"GREGORIO DEL PINO MENDEZ";"Erillas Blancas, 39";"LUCENA";"Córdoba";"14900";"957 509179";;"info@delpinox.com";;1;0;
"41209";1113;"PEDRO PINEDA GONZALEZ";"Huertas, 8";"LUCENA";"Córdoba";"14900";"957 503306";"957 503306";;;1;0;
"41209";1114;"PEDRO PINEDA GONZALEZ";"Parque Emp. Pilar de la dehesa, Parc. 42  Mod. 3";"LUCENA";"Córdoba";"14900";"957 503306";"957 503306";;;1;0;
"41210";1150;"NEUMATICOS LUCENA S. L.";"Camino del Galeón, 2";"LUCENA";"CÓRDOBA";"14900";;;;;1;0;
"41211";1177;"LUCEPINTURAS S. L.";"Martin Hurtado, 15";"LUCENA";"Córdoba";"14900";;;;;1;0;
"41301";645;"SILES MAQUINARIA S. L.";"Pol. Vado Hermoso, parc.40-41";"CABRA";"Córdoba";"14940";"957 524236";"957 522305";;;1;0;
"41302";1176;"MAQUINARIA LUQUE S. L.";"Polígono Industrial Atalaya, Parcela-38";"CABRA";"CÓRDOBA";"14940";"957 522633";"957 522375";;;1;0;
"41351";1157;"RAFAEL ESPARTERO PORCURA";"Camino del Juncal, 6";"BAENA";"Córdoba";"14850";;;;;1;0;
"41401";646;"PROQUISUR S. L.";"Pol. Ind. Las Salinas, parcela 26-27";"RUTE";"Córdoba";"14960";"957 538743";"957 538425";"info@proquisur.com";;1;0;
"42201";648;"Mª ANGELES POLONIO LUQUE";"Av.Marqués de la Vega de Armijo, 70";"MONTILLA";"Córdoba";"14550";"957 650033";"957 650033";;;1;0;
"42202";650;"REPUESTOS MUÑOZ";"Márquez, 24";"MONTILLA";"Córdoba";"14550";"957 641703";;;;1;0;
"42203";999;"RECAMBIOS MARCASUR S. L.";"Avenida Europa, 5";"MONTILLA";"Córdoba";"14550";;;;;1;0;
"42204";1347;"FERRETERIA LA CADENA S. L.";"Pol. Ind. Llanos de Jata - C/ Marconi, s/n";"MONTILLA";"Córdoba";"14550";"957 656143";;;"Manuel Espejo";1;0;
"42204";1348;"FERRETERIA LA CADENA S. L.";"C/ Fuente Álamo, 33";"MONTILLA";"Córdoba";"14550";"957 656143";;;;1;0;
